Year,Make,Model,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,ExteriorColor,InteriorColor,Used,VIN,Stock#,ID_Car
2021,Land,Rover Range Rover Sport HSE Silver Edition,4WD,19,24,Gasoline,Automatic,V6,Eiger Grey,Ebony,True,SALWR2SU1MA757977,PH4799,154
2018,Bmw,320 320i xDrive,AWD,23,34,Gasoline,Automatic,Engine: 2.0L TwinPower Turbo 4-Cylinder 16V DOHC,Black Sapphire Metallic,Black,True,WBA8A3C53JA357495,RJ18B31KBX3,155
2002,Bmw,540 i,RWD,15,23,Gasoline,Manual,290.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Green,Beige,True,WBADN53482GF70742,â,156
2016,Porsche,Cayenne Base,AWD,19,24,Gasoline,Automatic,V6 Cylinder Engine,Moonlight Blue Metallic,Brown,True,WP1AA2A28GLA08495,000069,157
2019,Mazda,Mazda3 AWD w/Preferred Package,AWD,25,33,Gasoline,Automatic,2.5L I4 16V GDI DOHC,Soul Red Crystal Metallic,Black,True,JM1BPBCM5K1107234,107234,158
2018,Bmw,320 i xDrive,AWD,23,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Venetian Beige,True,WBA8E5G56JNV02273,V02273,159
2019,Genesis,G80 3.8,AWD,18,24,Gasoline,Automatic,3.8L V6 24V GDI DOHC,Black,Â,True,KMHGN4JE1KU292590,KU292590,160
2020,Hyundai,Santa Fe SEL 2.4,AWD,21,27,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Twilight Black,Espresso,True,5NMS3CAD2LH143748,K143748U,161
2020,Hyundai,Santa Fe SEL 2.4,AWD,21,27,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Blue,Black,True,5NMS3CAD7LH243585,59565T,162
2020,Tesla,Model Y Long Range,AWD,127,114,Electric,Automatic,Electric,Blue,Â,True,5YJYGDEE8LF049382,17666,163
2019,Mercedes-Benz,S-Class S 560 4MATIC,AWD,17,27,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,Bl,Brown,False,WDDUG8GB5KA475892,33704U,164
2013,Toyota,Highlander Base Plus,AWD,17,22,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,Black,Black,True,5TDBK3EH6DS216313,MU8227,165
2019,Jeep,Grand Cherokee Altitude,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Black,Black,True,1C4RJFAG2KC529809,529809,166
2020,Acura,MDX 3.5L,AWD,19,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Platinum White Pearl,Ebony,True,5J8YD4H33LL003136,MU2158,167
2017,Bmw,M3 Base,RWD,17,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Twin Turbo,Gray,Sakhir Orange,True,WBS8M9C30H5G85628,G85628,168
2020,Toyota,Tacoma SR,4WD,18,22,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Midnight Black Metallic,Cement,True,3TMCZ5AN1LM343010,U13866,169
2020,Acura,MDX 3.5L w/Technology Package,AWD,19,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Gray,Espresso,True,5J8YD4H5XLL030416,AC030416,170
2021,Tesla,Model Y Long Range,AWD,131,117,Electric,Automatic,Electric,Pearl White Multi,White / Black,True,5YJYGDEE4MF086057,HM11774C,171
2013,Porsche,Boxster S,RWD,20,28,Gasoline,Automatic,3.4L H6 24V GDI DOHC,Black,Black,True,WP0CB2A89DS130327,DS130327,172
2010,Mazda,Mazda6 s Grand Touring,FWD,17,25,Gasoline,Automatic,3.7L V6 24V MPFI DOHC,Black Cherry Metallic,Black,True,1YVHZ8CB0A5M55899,11-5197,173
2018,Toyota,4Runner Limited,4WD,17,20,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,Black,Black,True,JTEBU5JR5J5515471,37165A,174
2019,Subaru,Forester,AWD,26,33,Gasoline,CVT,2.5L H4 16V GDI DOHC,Ice Silver Metallic,Black,True,JF2SKACCXKH587845,PS266,175
2018,Cadillac,XT5 Premium Luxury,FWD,19,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Stellar Black Metallic,Jet Black,False,1GYKNERS1JZ246381,P5075,176
2020,Tesla,Model Y Long Range,AWD,127,114,Electric,Automatic,Electric,White,White / Black,True,5YJYGDEEXLF020479,LF020479T,177
2019,Bmw,X3 sDrive30i,RWD,23,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Phytonic Blue Metallic,Canberra Beige,True,5UXTR7C57KLR39536,KLR39536I,178
2019,Bmw,X3 sDrive30i,RWD,23,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Jet Black,Black,True,5UXTR7C53KLE94067,Z2391R,179
2012,Toyota,4Runner Limited,4WD,17,22,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,Silver,Black / Graphite,True,JTEBU5JR2C5089838,P089838A,180
2018,Honda,Civic EX-T,FWD,31,40,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Crystal Black Pearl,Â,True,2HGFC3B35JH353701,JH353701,181
2019,Bmw,X5 xDrive40i,AWD,20,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,White,Black,True,5UXCR6C58KLL00897,TKLL00897,182
2020,Toyota,Corolla SE,FWD,31,40,Gasoline,CVT,2.0L I4 16V PDI DOHC,Blue,Black,True,5YFS4RCEXLP053694,053694,183
2018,Toyota,4Runner Limited,4WD,17,20,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,Black,Black Graphite,False,JTEBU5JR1J5604969,00989245,184
2020,Ford,Expedition Max Limited,RWD,17,23,Gasoline,Automatic,3.5L V6 24V GDI DOHC Twin Turbo,Black,Â,True,1FMJK1KT7LEA20583,2-0884,185
2022,Honda,Pilot Elite,AWD,19,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Crystal Black Pearl,Black,True,5FNYF6H03NB014525,NB014525,186
2022,Honda,Pilot Elite,AWD,19,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Gray,Gray,True,5FNYF6H02NB008053,NB008053,187
2014,Subaru,Forester 2.5i,AWD,24,32,Gasoline,CVT,2.5L H4 16V MPFI DOHC,Burnished Bronze Metallic,Dark Gray,True,JF2SJAAC9EH461776,TC461776,188
2021,Subaru,Forester Sport,AWD,26,33,Gasoline,CVT,2.5L H4 16V GDI DOHC,Dark Blue Pearl,Gray,True,JF2SKARC7MH460769,53290,189
2020,Ford,Edge Titanium,AWD,21,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Agate Black,Ebony,True,2FMPK4K92LBA56466,W24690,190
2020,Subaru,Ascent Touring 7-Passenger,AWD,20,26,Gasoline,CVT,2.4L H4 16V GDI DOHC Turbo,Cinnamon Brown Pearl,Java Brown,True,4S4WMARD0L3401024,L3401024,191
2019,Chevrolet,Silverado 1500 RST,4WD,19,22,Gasoline,Automatic,5.3L V8 16V GDI OHV,Â,Â,True,1GCUYEED7KZ141374,T2162,192
2020,Lexus,RX 450hL Base,AWD,29,28,Hybrid,CVT,3.5L V6 24V PDI DOHC Hybrid,Matador Red Mica,Parchment,True,JTJHGKFA8L2009397,23104,193
2021,Subaru,Forester Premium,AWD,26,33,Gasoline,CVT,2.5L H4 16V GDI DOHC,Crystal Black Silica,Black,True,JF2SKAJC1MH534960,54124,194
2019,Volvo,XC60 T5 Inscription,FWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Onyx Black,Blond,True,LYV102DL7KB297262,KB297262A,195
2019,Volvo,XC60 T5 Momentum,FWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Onyx Black Metallic,Charcoal,False,LYV102DK1KB188416,KB188416L,196
2019,Volvo,XC40 T5 R-Design,AWD,23,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Crystal White,Charcoal,True,YV4162UM3K2123341,K2123341P,197
2020,Bmw,X5 sDrive40i,RWD,21,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Jet Black,Canberra Beige,True,5UXCR4C09L9B36327,L9B36327,198
2019,Mazda,CX-5 Grand Touring,FWD,25,31,Gasoline,Automatic,2.5L I4 16V GDI DOHC,Jet Black Mica,Black,True,JM3KFADM7K1649857,NX011367A,199
2019,Toyota,4Runner Limited,4WD,17,20,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,Midnight Black Metallic,Black Graphite,True,JTEBU5JR7K5713664,5P1643,200
2019,Bmw,M850 i xDrive,AWD,18,25,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,Carbon Black Metallic,Fiona Red,True,WBABC4C5XKBU96198,U96198,201
2020,Dodge,Challenger SXT,RWD,19,30,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Indigo Blue,Black,False,2C3CDZAGXLH230649,NH175724A,202
2021,Tesla,Model 3 Performance,AWD,118,107,Gasoline,Automatic,10 Cylinder,Pearl White Multi,White / Black,True,5YJ3E1EC1MF869804,1S17267,203
2018,Hyundai,Santa Fe Limited Ultimate,AWD,17,22,Gasoline,Automatic,3.3L V6 24V GDI DOHC,Monaco White,Gray,True,KM8SRDHF2JU271811,18SANTAFEULT2367,204
2020,Dodge,Challenger SXT,RWD,19,30,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Smoke Show,Black,True,2C3CDZAG6LH246704,P7020,205
2019,Ford,F-150 XLT,4WD,18,23,Gasoline,Automatic,2.7L V6 24V PDI DOHC Twin Turbo,Silver,Black,True,1FTEW1EP2KFB44553,66995,206
2019,Bmw,330 i xDrive,AWD,25,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Jet Black,Black,True,WBA5R7C52KAE83015,N03109A,207
2019,Honda,CR-V EX,FWD,28,34,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Gunmetal Metallic,Gray,True,5J6RW1H57KA019521,5140332A,208
2016,Toyota,4Runner Trail Premium,4WD,17,21,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,Â,Â,True,JTEBU5JR8G5326631,G5326631,209
2020,Acura,MDX 3.5L w/Technology Package,FWD,20,27,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Majestic Black Pearl,Ebony,True,5J8YD3H52LL000885,000885B,210
2017,Subaru,Impreza 2.0i,AWD,28,38,Gasoline,CVT,4 Cylinder Engine,Blue,Ivory,True,4S3GKAA68H3601314,1314,211
2004,Toyota,Highlander Base,FWD,23,23,Gasoline,Automatic,3.3L V6,Tan,Tan,True,JTEGP21A740039991,40039991STK,212
2003,Lexus,RX 300,AWD,18,22,Gasoline,Automatic,3.0L V6 24V MPFI DOHC,Blue,Black,True,JTJHF10U430306646,22459A,213
2019,Honda,CR-V EX-L,AWD,27,33,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Modern Steel Metallic,Gray,False,7FARW2H82KE036938,221597A,214
2019,Toyota,4Runner SR5,RWD,17,21,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,White,Gray,True,JTEZU5JR7K5194405,22554627,215
2019,Chevrolet,Impala Premier 2LZ,FWD,19,28,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Silver Ice Metallic,Jet Black,True,2G1105S38K9142624,02X372,216
2019,Bmw,X7 xDrive50i,AWD,15,21,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,Mineral White Metallic,Tartufo,True,5UXCX4C53KLS35838,DG3705A,217
2008,Mercedes-Benz,S-Class S 550 4MATIC,AWD,14,20,Gasoline,Automatic,5.5L V8 32V MPFI DOHC,Blue,Brown,True,WDDNG86X58A227619,4641,218
2018,Nissan,Rogue SL,AWD,25,32,Gasoline,CVT,2.5L I4 16V MPFI DOHC,Gun Metallic,Charcoal,True,5N1AT2MV9JC824328,17127P,219
2021,Volkswagen,Atlas 3.6L SEL Premium,AWD,16,22,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Platinum Gray Metallic,Mauro Brown,True,1V2TR2CA4MC523852,VW3159B,220
2020,Acura,TLX FWD,FWD,23,33,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Majestic Black Pearl,Ebony,False,19UUB1F31LA003721,AP2520A,221
2019,Toyota,4Runner Limited,4WD,17,20,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,Midnight Black Metallic,Redwood,True,JTEBU5JR5K5697741,22NF222A,222
2018,Toyota,RAV4 XLE,FWD,23,30,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,Burgundy,Black,True,2T3WFREV9JW515917,22892095,223
2019,Honda,Accord EX-L 1.5T,FWD,30,38,Gasoline,Automatic,Engine: 1.5T I-4 DOHC 16-Valve Turbocharged VTEC,Black,Black,True,1HGCV1F57KA096179,179,224
2020,Mercedes-Benz,GLE 350 Base 4MATIC,AWD,19,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Polar White,Black,True,4JGFB4KB4LA139360,K1332A,225
2019,Bmw,330 i,RWD,26,36,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black Sapphire Metallic,Cognac,True,WBA5R1C51KAJ98753,J98753,226
2019,Bmw,X3 M40i,AWD,20,27,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Alpine White,Black,True,5UXTS3C51KLR72979,P8585,227
2021,Audi,Q3 45 S line Premium,AWD,20,28,Gasoline,Automatic,I4,Ibis White,Okapi Brown,True,WA1EECF37M1144388,34022A,228
2021,Audi,Q3 45 S line Premium,AWD,20,28,Gasoline,Automatic,I4,Glacier White Metallic,Okapi Brown,True,WA1EECF33M1131038,33972A,229
2019,Mercedes-Benz,GLC 300 Base 4MATIC,AWD,22,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Silk Beige / Black,False,WDC0G4KB9KV191113,365870A,230
2021,Bmw,X5 PHEV xDrive45e,AWD,0,0,Hybrid,Automatic,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Blue,Brown,True,5UXTA6C01M9G38169,â,231
2021,Genesis,GV80 2.5T,RWD,21,25,Gasoline,Automatic,2.5L I4 16V PDI DOHC Turbo,Lima Red,Black,True,KMUHB4SB0MU046443,BP12409,232
2018,Audi,S5 3.0T Prestige,AWD,21,30,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,Gray,Magma Red,True,WAUC4CF59JA087959,W2583,233
2019,Honda,Pilot EX-L,FWD,19,27,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Deep Scarlet Pearl,Beige,True,5FNYF5H59KB041245,KB041245,234
2019,Mercedes-Benz,GLC 300 Base 4MATIC,AWD,22,27,Gasoline,Automatic,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,WDC0G4KB9KF602486,â,235
2020,Chevrolet,Spark LS,FWD,30,38,Gasoline,CVT,1.4L I4 16V MPFI DOHC,Gray,Gray,True,KL8CB6SA1LC416084,PV94,236
2019,Hyundai,Elantra SE,FWD,29,38,Gasoline,Automatic,2.0L I4 16V MPFI DOHC,Phantom Black,Black,True,5NPD74LFXKH412257,22302721,237
2019,Hyundai,Elantra SE,FWD,29,38,Gasoline,Automatic,2.0L I4 16V MPFI DOHC,Phantom Black,Gray,True,5NPD74LF3KH492484,2EL807A,238
2015,Chevrolet,Suburban 1500 LT,4WD,15,22,Gasoline,Automatic,5.3L V8 16V GDI OHV,Black,Gray,True,1GNSKJKC7FR683424,3424,239
2012,Mercedes-Benz,S-Class S 550 4MATIC,AWD,15,24,Gasoline,Automatic,4.7L V8 32V GDI DOHC Twin Turbo,Metallic,Ash / Grey,True,WDDNG9EB6CA476029,6029,240
2020,Nissan,Frontier PRO-4X,4WD,17,23,Gasoline,Automatic,3.8L V6 24V GDI DOHC,Glacier White,Â,True,1N6ED0EB8LN723510,N22330A,241
2018,Honda,Accord EX-L 1.5T,FWD,30,38,Gasoline,â,Engine: 1.5T I-4 DOHC 16-Valve Turbocharged VTEC,Modern Steel Metallic,Gray,True,1HGCV1F5XJA185307,VF1905,242
2019,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Granite Crystal Clearcoat Metallic,Black,True,1C4RJFBG0KC555534,SH55534,243
2019,Mazda,CX-5 Grand Touring,FWD,25,31,Gasoline,Automatic,2.5L I4 16V GDI DOHC,Jet Black Mica,Parchment,True,JM3KFADM3K1630108,4P10390,244
2010,Bmw,128 128i,RWD,18,28,Gasoline,Automatic,3.0L DOHC 24-valve I6 engine -inc: double-VANOS steplessly varia,Black Sapphire Metallic,Black,True,WBAUP9C54AVL89249,L89249,245
2016,Land,Rover Range Rover,4WD,14,19,Gasoline,Automatic,5.0L V8 32V GDI DOHC Supercharged,Corris Grey,Ebony / Ebony,True,SALGS2EF6GA282398,UAC3414A,246
2011,Ford,F-150 Lariat,4WD,0,0,Flex Fuel,Automatic,5.0L V8 FFV engine,Black,Pale Adobe,True,1FTFW1EF0BFA47010,AT15199,247
2004,Lexus,LS 430 Base (A6),RWD,18,25,Gasoline,Automatic,4.3L V8 32V MPFI DOHC,Crystal White,Saddle,True,JTHBN36FX40140259,W138081,248
2020,Lexus,RX 350 Base,AWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,White,Black,True,2T2HZMDA6LC228187,XP1189,249
2016,Audi,A7 3.0T Prestige,AWD,20,30,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,Mythos Black Metallic,Â,True,WAU2GAFC7GN039559,22A0713A,250
2020,Mazda,Mazda6 Sport,FWD,23,31,Gasoline,Automatic,2.5L I4 16V,Jet Black Mica,Parchment,True,JM1GL1XY7L1513901,CWJD399A,251
2016,Hyundai,Sonata Hybrid SE,FWD,40,44,Hybrid,Automatic,2.0L I4 16V GDI DOHC Hybrid,Diamond White Pearl,Gray,True,KMHE24L14GA041503,V133896A,252
2017,Alfa,Romeo Giulia Ti,AWD,23,31,Gasoline,Automatic,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,ZARFAEEN7H7551320,â,253
2019,Mercedes-Benz,CLA 250 Base,FWD,24,37,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Polar White,Â,False,WDDSJ4EB2KN715137,KN715137,254
2017,Toyota,Corolla LE,FWD,28,36,Gasoline,CVT,1.8L I4 DOHC Dual VVT-i,Aqua,Gray,True,2T1BURHP2HC885791,08281,255
2016,Acura,MDX 3.5L w/Technology Package,FWD,19,27,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Charcoal,Ebony,True,5FRYD3H43GB011147,011147,256
2016,Nissan,Rogue SV,AWD,25,32,Gasoline,CVT,2.5L I4 16V MPFI DOHC,Magnetic Black,Charcoal,False,KNMAT2MV3GP673833,NP6139,257
2019,Honda,Civic LX,FWD,0,38,Gasoline,Unknown,Regular Unleaded I-4 2.0 L/122,Modern Steel Metallic,Black,True,2HGFC2F69KH578977,GP6559,258
2008,Lexus,RX 350 Base (A5),AWD,17,22,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,Blue,Beige,True,2T2HK31U08C066903,3M6903,259
2019,Honda,Odyssey EX-L,FWD,19,28,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Pacific Pewter Metallic,Mocha,False,5FNRL6H74KB128460,34137L,260
2019,Bmw,X5 xDrive40i,AWD,20,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Black Sapphire Metallic,Black,True,5UXCR6C57KLL34295,F19785,261
2020,Acura,ILX Premium & A-SPEC Packages,FWD,24,34,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Platinum White Pearl,Red,True,19UDE2F83LA009304,T10529,262
2006,Toyota,Highlander Limited w/3rd Row,4WD,18,24,Gasoline,Automatic,3.3L DOHC SFI 24-valve VVT-i V6 engine,Black,Ash,True,JTEEP21A860178652,33324,263
2019,Bmw,M550 i Xdrive,AWD,18,25,Gasoline,Automatic,8 Cylinder Engine,Black,Black,True,WBAJB9C50KB289250,UC229S,264
2019,Subaru,Forester,AWD,26,33,Gasoline,CVT,2.5L H4 16V GDI DOHC,Crystal Black Silica,Gray,False,JF2SKACC6KH494496,40351A,265
2019,Subaru,Forester,AWD,26,33,Gasoline,CVT,2.5L H4 16V GDI DOHC,Crystal White Pearl,Gray,True,JF2SKAAC1KH453602,453602,266
2020,Bmw,M4 Base,RWD,18,25,Gasoline,Manual,3.0L I6 24V GDI DOHC Twin Turbo,White,Â,True,WBS4Y9C07LFH41804,605434,267
2019,Volkswagen,Tiguan 2.0T SE,AWD,21,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Deep Black Pearl Effect,Black,False,3VV2B7AX0KM051491,226203A,268
2021,Cadillac,XT6 Premium Luxury AWD,AWD,18,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Stellar Black Metallic,Dark Auburn,True,1GYKPDRS3MZ106437,88818,269
2020,Chevrolet,Blazer Premier,FWD,19,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Black,Jet Black,True,3GNKBFRS3LS674609,88839,270
2019,Honda,CR-V EX-L,FWD,28,34,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Â,Â,True,5J6RW1H84KA038618,PJ1212,271
2012,Porsche,911 Targa 4,AWD,18,25,Gasoline,Automatic,3.6L H6 24V GDI DOHC,Blue,Black,True,WP0BA2A99CS728066,22954694,272
2019,Mercedes-Benz,C-Class C 300,RWD,23,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Â,False,WDDWF8DB6KR500526,38112N,273
2015,Mercedes-Benz,E-Class E 400,RWD,20,29,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Steel Gray Metallic,Â,True,WDDKJ6FB0FF295677,FF295677,274
2018,Audi,A3 2.0T Prestige,AWD,24,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Florett Silver Metallic,Black,True,WAUK8HFF4J1000989,J1000989,275
2017,Jeep,Grand Cherokee Limited,RWD,19,26,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Granite Crystal Clearcoat Metallic,Black,True,1C4RJEBG2HC888367,CU55374X,276
2018,Subaru,Outback 2.5i Limited,AWD,25,32,Gasoline,CVT,2.5L H4 16V MPFI DOHC,Crystal White Pearl,Black,True,4S4BSANCXJ3329263,J3329263,277
2018,Mazda,CX-5 Grand Touring,FWD,25,31,Gasoline,Automatic,2.5L I4 16V GDI DOHC,Jet Black Mica,Parchment,True,JM3KFADMXJ0394464,J0394464,278
2015,Porsche,Cayenne S,AWD,17,24,Gasoline,Automatic,3.6L V6 24V GDI DOHC Twin Turbo,White,Black,True,WP1AB2A22FLA56148,7575,279
2020,Bmw,X5 xDrive40i,AWD,20,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Alpine White,Black,True,5UXCR6C08L9C49858,BP5119B,280
2012,Lexus,RX 350 Base,AWD,18,24,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,Starfire Pearl,Â,True,2T2BK1BA7CC125419,CC125419,281
2017,Buick,LaCrosse Premium,FWD,21,31,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Pepperdust Metallic,Light Neutral,True,1G4ZR5SS2HU159854,HU159854,282
2017,Cadillac,XT5 Luxury,FWD,19,27,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Stellar Black Metallic,Black,True,1GYKNBRSXHZ326738,C379349B,283
2018,Bmw,X3 xDrive30i,AWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Blue Metallic,Canberra Beige,False,5UXTR9C54JLD61151,JLD61151A,284
2021,Tesla,Model Y Performance,AWD,115,106,Electric,Automatic,Electric,Pearl White Multi,White / Black,True,5YJYGDEFXMF076271,MF076271,285
2019,Infiniti,QX50 ESSENTIAL,FWD,24,31,Gasoline,CVT,2.0L I4 16V PDI DOHC Turbo,Black Obsidian,Graphite,False,3PCAJ5M1XKF138652,KF138652,286
2019,Volvo,XC60 T5 Momentum,AWD,20,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Pine Gray Metallic,Maroon Brown,True,LYV102RK0KB183698,KB183698P,287
2020,Dodge,Challenger SXT,RWD,19,30,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Indigo Blue,Black,True,2C3CDZAG5LH105364,YLH105364,288
2019,Audi,Q5 2.0T Premium,AWD,22,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Moonlight Blue Metallic,Atlas Beige / Gray,True,WA1ANAFY7K2050680,PK2050680,289
2021,Mazda,Mazda3 FWD w/Preferred Package,FWD,26,35,Gasoline,Automatic,2.5L I4 16V GDI DOHC,Snowflake White Pearl,Black / Navy Blue,True,3MZBPACL2MM254275,254275U,290
2021,Kia,Forte FE,FWD,31,41,Gasoline,CVT,2.0L I4 16V MPFI DOHC,Black,Gray,True,3KPF24AD4ME356753,356753,291
2019,Audi,Q5 2.0T Premium,AWD,22,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Ibis White,Black,True,WA1ANAFY5K2056865,056865,292
2018,Nissan,Murano SL,FWD,21,28,Gasoline,CVT,3.5L V6 24V MPFI DOHC,Magnetic Black,Graphite,False,5N1AZ2MG8JN137166,JN137166,293
2016,Chevrolet,Corvette Stingray Z51,RWD,17,29,Gasoline,Automatic,6.2L V8 16V GDI OHV,Yellow,Â,True,1G1YK2D77G5117208,1560,294
2018,Lincoln,MKZ Select,FWD,21,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,White,Cream,True,3LN6L5C92JR604316,604316,295
2019,Volvo,XC60 T5 Momentum,AWD,20,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Crystal White,Â,True,LYV102RK6KB283353,3685G,296
2019,Honda,CR-V EX-L,AWD,27,33,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Molten Lava Pearl,Â,True,2HKRW2H80KH616959,SP6423,297
2019,Bmw,330 i xDrive,AWD,25,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Alpine White,Black,True,WBA5R7C59KAJ80651,UH6647A,298
2021,Tesla,Model Y Long Range,AWD,131,117,Electric,Automatic,Electric,White,Black,True,5YJYGDEE7MF248005,KP2827,299
2019,Jeep,Grand Cherokee Limited,RWD,19,26,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Billet Silver Metallic Clearcoat,Â,True,1C4RJEBG4KC530551,KC530551,300
2019,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,AWD,17,22,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Obsidian Black Metallic,Â,True,4JGED6EB6KA140229,KA140229,301
2021,Ford,F-150 Lariat,4WD,19,24,Gasoline,Automatic,5.0L V8 32V PDI DOHC,Agate Black Metallic,Black,True,1FTFW1E55MKD36000,U10547,302
2019,Volkswagen,Arteon 2.0T SEL Premium R-Line,AWD,20,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Manganese Gray Metallic,Titan Black,True,WVWTR7AN8KE000503,U10454A,303
2017,Honda,Accord LX,FWD,27,36,Gasoline,CVT,2.4L I4 16V GDI DOHC,Black,Black,True,1HGCR2F31HA208475,C205484S,304
2021,Dodge,Charger SXT,RWD,19,30,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Pitch Black Clearcoat,Black,True,2C3CDXBG5MH512654,V2742XA,305
2019,Mercedes-Benz,AMG C 43 Base 4MATIC,AWD,19,27,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Black,Amg Cranberry Red,False,WDDWJ6EB4KF823413,PC7067,306
2019,Honda,Pilot EX-L,FWD,19,27,Gasoline,Automatic,V6 Cylinder Engine,Deep Scarlet Pearl,Beige Leather,True,5FNYF5H55KB043851,NN06371,307
